Product ID,SKU Code,Product Name,Supplier,Purchase Cost,Units Sold,Sale Date,Expiration Date,Promotional Code,Customer Feedback,Returns,Return Reason,Tax Category,Gender,Age Group,Weight (kg),Dimensions (cm),Sustainability,Store,City,Province,Region,Category,Unit Price,Type of Sale,Month of Sale,Quarter of Sale,Bimonth of Sale,Year of Sale
024,SKU00024,Shoes,Bennett-Hahn,10.112007930103804,93,2023-10-03,2024-06-25,,5,10,Defective,Standard,Non-binary,Teen,0.9654164668537648,22.8 x 13.5 x 4.8,No,Bailey LLC,Lecco,Milan,Lombardy,Accessories,38.22617085826809,Online,October 2023,Q4 2023,B5 2023,2023
025,SKU00025,Accessories,Evans Ltd,14.682735865419568,99,2024-01-13,2024-10-28,,4,8,Defective,Super-Reduced,Non-binary,Teen,4.279699160226786,18.4 x 15.9 x 3.2,No,Wilkerson LLC,Isernia,Campobasso,Molise,Shoes,12.856482974023109,Delivery,January 2024,Q1 2024,B1 2024,2024
026,SKU00026,Shoes,Williams-Fowler,49.72163280461024,26,2024-01-01,2026-05-14,,2,10,Defective,Super-Reduced,Male,Adult,2.569278627112562,44.1 x 17.1 x 11.6,No,Horn-Pittman,Florence,Florence,Tuscany,Unisex,69.84360482940306,Online,January 2024,Q1 2024,B1 2024,2024
027,SKU00027,Accessories,"Guzman, Perry and Lawrence",28.064360140672193,3,2024-01-20,2025-07-01,FNE-2590,4,3,Defective,Reduced,Male,Senior,3.811978403041227,18.0 x 17.7 x 5.8,Yes,Morris and Sons,L’Aquila,Chieti,Abruzzo,Women,89.44746491831104,Delivery,January 2024,Q1 2024,B1 2024,2024
028,SKU00028,Jeans,"Cabrera, Anderson and Larson",32.081212505440874,78,2024-02-07,2025-05-21,,4,1,Other,Super-Reduced,Female,Teen,4.638217614970965,17.2 x 40.6 x 3.6,No,"Turner, Sanchez and Payne",Pescara,Chieti,Abruzzo,Women,40.14214894637632,Store Pickup,February 2024,Q1 2024,B1 2024,2024
029,SKU00029,Bags,Smith-Faulkner,44.81132190709946,86,2024-03-17,2025-11-29,,1,4,Not as described,Super-Reduced,Non-binary,Senior,2.4652947497161803,39.8 x 39.6 x 16.3,Yes,Hale PLC,Melfi,Potenza,Basilicata,Accessories,38.21167203680669,Online,March 2024,Q1 2024,B2 2024,2024
030,SKU00030,Jackets,Edwards and Sons,22.74800464362383,76,2024-05-27,2025-01-06,,1,6,Not as described,Reduced,Non-binary,Senior,2.5392349199664563,17.7 x 46.4 x 13.6,Yes,"Gill, Bennett and Carroll",Genoa,Genoa,Liguria,Unisex,33.23659086772398,Store Pickup,May 2024,Q2 2024,B3 2024,2024
031,SKU00031,Shirts,Kim Inc,26.319102528395977,63,2023-09-30,2024-12-14,,3,1,Other,Reduced,Female,Adult,0.467455050920761,23.4 x 44.6 x 10.7,Yes,Anderson Inc,Udine,Trieste,Friuli Venezia Giulia,Men,21.701497526264802,Store Pickup,September 2023,Q3 2023,B5 2023,2023
032,SKU00032,Accessories,Atkins-Thompson,47.13736642517155,62,2024-05-23,2025-05-27,,1,6,Change of mind,Standard,Non-binary,Teen,4.91299369295459,31.5 x 14.3 x 7.5,Yes,"Lopez, Huffman and Gomez",Trapani,Palermo,Sicily,Men,77.2707174523702,Online,May 2024,Q2 2024,B3 2024,2024
033,SKU00033,Shoes,Garner-Thompson,28.656526429797008,24,2023-10-02,2025-11-17,,2,7,Not as described,Super-Reduced,Female,Senior,2.8024199508601213,12.3 x 38.9 x 9.5,Yes,Barker Ltd,Merano,Trento,Trentino-Alto Adige,Women,96.81724607052195,Store Pickup,October 2023,Q4 2023,B5 2023,2023
034,SKU00034,Accessories,Fields and Sons,43.77881508353474,19,2024-02-19,2025-04-27,,1,10,Other,Reduced,Non-binary,Teen,4.351043069088567,44.9 x 28.9 x 19.5,No,Berry Inc,Campobasso,Campobasso,Molise,Accessories,73.14471623995951,In-store,February 2024,Q1 2024,B1 2024,2024
035,SKU00035,Trousers,"Gordon, Davis and Barnes",42.22640325795583,31,2024-05-02,2026-04-10,,2,9,Other,Super-Reduced,Male,Senior,2.61177809341363,15.8 x 39.1 x 16.9,No,Gross-Barnett,Potenza,Potenza,Basilicata,Accessories,71.0383005748208,Delivery,May 2024,Q2 2024,B3 2024,2024
036,SKU00036,Bags,"Brown, Anderson and Jones",7.602885948574553,38,2024-02-04,2024-12-14,,5,7,Not as described,Reduced,Male,Senior,2.4614735620564874,12.0 x 18.5 x 9.6,Yes,Davis-Todd,Foggia,Bari,Apulia,Women,31.68158838319284,Online,February 2024,Q1 2024,B1 2024,2024
037,SKU00037,Accessories,"Davis, Wilson and Ford",22.162739709225345,28,2023-10-28,2026-02-05,QYM-4486,1,5,Change of mind,Reduced,Female,Adult,3.996936308135418,31.8 x 15.7 x 18.5,Yes,"Mann, Sosa and Benton",Macerata,Ancona,Marche,Shoes,26.667184547332774,In-store,October 2023,Q4 2023,B5 2023,2023
038,SKU00038,Trousers,"Miller, Morrow and Garcia",42.61406725913735,68,2024-04-03,2025-06-13,TQS-3766,4,5,Defective,Standard,Non-binary,Teen,2.399738787775745,21.2 x 10.5 x 16.6,Yes,Collins-Wilson,Caserta,Naples,Campania,Shoes,55.62442532366793,In-store,April 2024,Q2 2024,B2 2024,2024
039,SKU00039,Accessories,"Jackson, Pittman and Thomas",12.11775978689063,55,2023-12-28,2024-11-03,YYH-9193,5,5,,Standard,Male,Senior,4.39089819979831,12.4 x 31.3 x 16.7,No,Blake Inc,Courmayeur,Aosta,Aosta Valley,Shoes,79.60888186045054,Delivery,December 2023,Q4 2023,B6 2023,2023
040,SKU00040,Trousers,Williams PLC,18.497564781287984,76,2023-12-15,2024-06-12,WEJ-0039,2,0,Other,Standard,Female,Teen,4.384852234941622,18.1 x 29.2 x 5.8,No,Hanna-Morton,Como,Milan,Lombardy,Men,61.962567534871184,Store Pickup,December 2023,Q4 2023,B6 2023,2023
041,SKU00041,Jackets,Mitchell Group,35.82300157365181,5,2023-07-27,2024-08-02,,3,2,Change of mind,Standard,Female,Adult,3.3053597548131677,24.8 x 44.3 x 18.4,Yes,Gray Group,Genoa,Genoa,Liguria,Accessories,11.32217273721445,Delivery,July 2023,Q3 2023,B4 2023,2023
042,SKU00042,Bags,Roberts-Mays,25.22982334084409,21,2024-04-23,2024-06-10,YEH-7612,3,8,Other,Reduced,Male,Adult,4.047058263144048,44.3 x 44.7 x 2.9,No,Newton-Miller,Bolzano,Trento,Trentino-Alto Adige,Women,46.33911510011852,Delivery,April 2024,Q2 2024,B2 2024,2024
043,SKU00043,Coats,"Cooke, Green and Vaughn",14.846249815345665,51,2024-04-30,2025-02-10,HII-9026,3,4,Defective,Reduced,Male,Adult,3.1692193150953405,39.8 x 41.0 x 6.1,Yes,Mcneil-Weber,Aosta,Aosta,Aosta Valley,Men,55.84830634118758,Delivery,April 2024,Q2 2024,B2 2024,2024
044,SKU00044,Shoes,Wallace PLC,35.023259410650745,94,2023-12-31,2025-09-17,,3,5,Not as described,Reduced,Female,Adult,4.399933559762377,21.8 x 33.4 x 6.8,No,"Cobb, Jensen and Spencer",Reggio Emilia,Bologna,Emilia-Romagna,Shoes,12.098733721538952,Delivery,December 2023,Q4 2023,B6 2023,2023
045,SKU00045,Shirts,"Brandt, Mitchell and Mcdonald",13.489062002592018,62,2023-07-08,2024-09-04,JYC-5726,5,8,Not as described,Super-Reduced,Female,Senior,2.963775868848453,43.3 x 13.5 x 19.1,No,"Edwards, Bennett and Harris",Spoleto,Perugia,Umbria,Men,22.091057235452723,In-store,July 2023,Q3 2023,B4 2023,2023
046,SKU00046,Shirts,"Koch, Jimenez and Bell",5.82927777529679,59,2023-06-12,2026-04-18,,5,8,Other,Reduced,Female,Adult,0.8347617649968344,33.4 x 34.5 x 5.8,No,Hopkins Group,Perugia,Perugia,Umbria,Shoes,48.75234520580895,In-store,June 2023,Q2 2023,B3 2023,2023
047,SKU00047,Jackets,"Brooks, Moore and Hopkins",24.056308793626698,62,2024-03-22,2026-05-27,YLP-6790,2,2,,Standard,Male,Adult,3.657981642562061,24.8 x 24.5 x 15.7,Yes,Franklin PLC,Como,Milan,Lombardy,Shoes,78.08256892563234,In-store,March 2024,Q1 2024,B2 2024,2024
048,SKU00048,Jackets,Lewis LLC,9.456730898158382,80,2024-04-16,2025-11-03,DIH-1233,2,0,Change of mind,Super-Reduced,Male,Teen,1.7724352297495054,24.6 x 35.1 x 4.9,No,"Horton, Dyer and Daniel",Trento,Trento,Trentino-Alto Adige,Men,77.41222496651228,Delivery,April 2024,Q2 2024,B2 2024,2024
049,SKU00049,Jeans,Parrish and Sons,35.50771999925432,52,2023-08-15,2026-02-06,DLN-3293,4,9,Defective,Super-Reduced,Male,Senior,4.190449742319612,12.4 x 18.8 x 17.2,Yes,Ward PLC,Ortona,Chieti,Abruzzo,Accessories,98.71278513633393,Store Pickup,August 2023,Q3 2023,B4 2023,2023
050,SKU00050,Jeans,Willis Group,24.27018666177719,83,2023-06-02,2024-12-10,CIY-2662,3,5,Other,Standard,Male,Teen,2.968580822845712,34.1 x 15.6 x 5.4,No,Torres PLC,Crotone,Catanzaro,Calabria,Unisex,48.755428967698364,Online,June 2023,Q2 2023,B3 2023,2023
051,SKU00051,Jeans,Gordon-Blair,27.784864096968292,71,2023-10-06,2024-08-08,,1,0,Defective,Standard,Non-binary,Adult,4.768116934879749,39.3 x 21.8 x 12.3,No,"Price, Hood and Villanueva",Merano,Trento,Trentino-Alto Adige,Women,69.31539005346718,In-store,October 2023,Q4 2023,B5 2023,2023
052,SKU00052,Accessories,Allen Ltd,40.00926663147891,4,2024-05-06,2025-05-23,RAS-8228,1,7,Change of mind,Standard,Male,Teen,4.249926754481669,20.7 x 46.0 x 18.0,No,Jordan Ltd,Brescia,Milan,Lombardy,Unisex,23.47933462514389,Delivery,May 2024,Q2 2024,B3 2024,2024
053,SKU00053,Shirts,Cabrera-Burch,24.05990826521657,68,2023-07-13,2025-02-24,,2,9,Not as described,Reduced,Female,Adult,4.291544688909469,24.0 x 17.1 x 16.5,No,Wood PLC,Perugia,Perugia,Umbria,Men,66.62322266379242,Online,July 2023,Q3 2023,B4 2023,2023
054,SKU00054,Trousers,"Mahoney, Buckley and Brown",33.382611132786664,90,2023-11-28,2025-06-02,,1,10,Not as described,Reduced,Male,Teen,3.647914222069621,33.4 x 49.4 x 3.2,No,Hartman-Diaz,Savona,Genoa,Liguria,Unisex,96.34979614029812,Delivery,November 2023,Q4 2023,B6 2023,2023
055,SKU00055,Trousers,Serrano-Rodriguez,33.85675866910097,74,2024-03-01,2024-07-22,,1,9,Defective,Standard,Non-binary,Senior,4.771417405195887,11.9 x 18.6 x 11.7,Yes,"Nelson, Gray and Griffin",Pescara,Chieti,Abruzzo,Shoes,42.65011350657059,Delivery,March 2024,Q1 2024,B2 2024,2024
056,SKU00056,Coats,"Cook, Brown and Schroeder",49.31755334393423,61,2023-11-20,2025-05-18,MVQ-5143,2,1,Change of mind,Super-Reduced,Female,Adult,1.9577968635237744,39.3 x 10.7 x 18.5,No,"Walters, Pierce and Miller",Livorno,Florence,Tuscany,Unisex,38.8103534391973,Online,November 2023,Q4 2023,B6 2023,2023
057,SKU00057,Jackets,Robinson-Ramirez,49.12078807179181,46,2023-06-24,2025-05-04,NHH-8445,2,1,Other,Super-Reduced,Female,Teen,4.788318729348761,31.4 x 24.7 x 2.8,Yes,"Spencer, Doyle and Lopez",Bolzano,Trento,Trentino-Alto Adige,Unisex,33.29259970100705,Store Pickup,June 2023,Q2 2023,B3 2023,2023
058,SKU00058,Shoes,Baldwin Group,34.89966677898073,18,2024-02-05,2024-07-29,,1,3,Not as described,Super-Reduced,Female,Teen,2.5531983231351076,32.7 x 35.4 x 4.4,Yes,Vaughn-Cross,Pordenone,Trieste,Friuli Venezia Giulia,Shoes,48.78607631590866,In-store,February 2024,Q1 2024,B1 2024,2024
059,SKU00059,Jackets,Frost Group,23.303935217571883,8,2023-07-28,2025-01-02,JZA-2424,4,10,Defective,Super-Reduced,Male,Adult,4.072207419373247,35.4 x 40.5 x 18.1,Yes,Garza-Guzman,Salerno,Naples,Campania,Women,91.57442289712179,Store Pickup,July 2023,Q3 2023,B4 2023,2023
060,SKU00060,Bags,Barnes-Walker,49.869640527289626,46,2024-03-20,2026-02-17,,2,6,Other,Standard,Male,Senior,2.868443298162588,49.5 x 17.8 x 6.6,No,"Nelson, Jones and Reynolds",Bergamo,Milan,Lombardy,Shoes,14.679282803750816,Delivery,March 2024,Q1 2024,B2 2024,2024
061,SKU00061,Trousers,Mullen-Olson,35.08310579210084,55,2024-05-28,2025-07-08,,1,8,,Reduced,Female,Adult,4.776753820256045,44.9 x 20.3 x 5.1,Yes,Hughes LLC,Genoa,Genoa,Liguria,Women,58.6266862532613,In-store,May 2024,Q2 2024,B3 2024,2024
062,SKU00062,Jeans,Hernandez-Lowery,47.82251724872025,55,2023-08-21,2024-06-15,XET-8839,4,5,Defective,Reduced,Non-binary,Adult,2.9836147502212533,28.9 x 42.1 x 17.5,Yes,Horne PLC,Matera,Potenza,Basilicata,Women,32.178764594604644,Delivery,August 2023,Q3 2023,B4 2023,2023
063,SKU00063,Bags,"Rodriguez, Mccormick and Mcguire",23.68355004946942,80,2024-01-23,2026-04-23,,1,1,Not as described,Super-Reduced,Non-binary,Teen,2.2720284926891225,30.3 x 21.0 x 7.4,No,"Taylor, Campbell and Butler",Isernia,Campobasso,Molise,Men,34.10165722241587,In-store,January 2024,Q1 2024,B1 2024,2024
064,SKU00064,Jeans,Weeks PLC,31.711441769633304,41,2023-11-01,2024-12-22,,2,10,Defective,Super-Reduced,Non-binary,Senior,3.804472146950141,44.9 x 43.9 x 17.3,No,Shaw Inc,Ortona,Chieti,Abruzzo,Accessories,84.72632355241133,In-store,November 2023,Q4 2023,B6 2023,2023
065,SKU00065,Shirts,"Ramos, Cooley and Graham",35.14334511464362,63,2023-06-05,2024-12-08,APH-1745,2,5,Not as described,Reduced,Female,Senior,1.2781540234828566,42.4 x 36.9 x 11.3,Yes,Shaffer-Boyd,Sondrio,Milan,Lombardy,Men,52.88165155580627,Store Pickup,June 2023,Q2 2023,B3 2023,2023
066,SKU00066,Accessories,Fleming-Martinez,48.83535964496857,2,2023-07-17,2024-12-20,,1,2,Defective,Standard,Non-binary,Teen,1.5697391104939757,30.1 x 39.5 x 17.2,Yes,"Lambert, Hall and Gilbert",Pordenone,Trieste,Friuli Venezia Giulia,Men,84.45531643538611,In-store,July 2023,Q3 2023,B4 2023,2023
067,SKU00067,Bags,"Johnson, Potts and Anderson",40.23025068600403,20,2023-08-20,2025-11-22,HTY-0271,2,10,Change of mind,Reduced,Male,Senior,1.7867714872670195,34.0 x 27.4 x 1.7,No,"Villegas, Gibbs and Thomas",Gorizia,Trieste,Friuli Venezia Giulia,Women,24.07996901536092,Delivery,August 2023,Q3 2023,B4 2023,2023
068,SKU00068,Jeans,Hernandez-Hayes,8.205166745393461,22,2023-09-10,2026-03-19,,2,8,Change of mind,Standard,Female,Teen,3.045805169513872,36.6 x 42.0 x 9.4,No,"Dominguez, Warren and Coleman",Sassari,Cagliari,Sardinia,Men,42.061705842974334,Store Pickup,September 2023,Q3 2023,B5 2023,2023
069,SKU00069,Shirts,Bishop Ltd,22.74101304074375,56,2023-08-04,2025-03-30,,1,9,Not as described,Super-Reduced,Non-binary,Teen,2.1696837869135592,42.5 x 36.6 x 8.2,Yes,Williams-Carpenter,Udine,Trieste,Friuli Venezia Giulia,Women,89.94286708042522,Delivery,August 2023,Q3 2023,B4 2023,2023
070,SKU00070,Bags,Boyd-Robertson,43.99649086217133,88,2024-04-30,2025-04-13,,1,7,Other,Super-Reduced,Non-binary,Senior,0.7943026384292062,35.8 x 36.1 x 15.7,No,Charles-Olsen,Salerno,Naples,Campania,Shoes,40.530429415975206,Store Pickup,April 2024,Q2 2024,B2 2024,2024
071,SKU00071,Trousers,Hamilton Group,22.4311596134602,45,2023-11-23,2026-01-31,QFG-9450,2,3,,Standard,Non-binary,Adult,0.2634303410716764,40.1 x 17.8 x 4.6,No,Hamilton LLC,Mantova,Milan,Lombardy,Women,73.15576063558714,Delivery,November 2023,Q4 2023,B6 2023,2023
072,SKU00072,Trousers,Cisneros-Hamilton,23.453775401969928,14,2024-04-02,2025-10-05,JKC-1177,3,0,Not as described,Super-Reduced,Male,Senior,4.748233853725491,21.5 x 34.1 x 13.6,No,Morgan-Rivera,Pordenone,Trieste,Friuli Venezia Giulia,Women,56.49187086022235,Online,April 2024,Q2 2024,B2 2024,2024
073,SKU00073,Shoes,Floyd-Alexander,26.986877998740006,79,2023-05-31,2026-05-02,ACI-2009,1,2,,Standard,Non-binary,Teen,4.321562914650039,16.1 x 19.1 x 9.5,Yes,"Cox, Mueller and Daniels",Courmayeur,Aosta,Aosta Valley,Shoes,14.079135684929655,Delivery,May 2023,Q2 2023,B3 2023,2023
074,SKU00074,Accessories,Bailey-Graves,15.597536310108856,81,2023-06-20,2026-01-11,CHG-4928,1,1,Not as described,Standard,Male,Adult,4.598407939166396,48.7 x 16.9 x 5.9,Yes,Campbell-Todd,Bolzano,Trento,Trentino-Alto Adige,Women,24.17280959638606,In-store,June 2023,Q2 2023,B3 2023,2023
075,SKU00075,Accessories,"Bird, Mckenzie and Moore",14.810862170879544,25,2024-04-03,2025-04-18,OAP-2116,1,5,,Standard,Male,Senior,3.201672730448686,34.3 x 49.4 x 18.9,No,Davis-Mitchell,Trieste,Trieste,Friuli Venezia Giulia,Unisex,60.77278811970645,Online,April 2024,Q2 2024,B2 2024,2024
076,SKU00076,Coats,"Phillips, Lewis and Tucker",22.669480707361746,33,2023-06-26,2025-07-16,,2,4,,Super-Reduced,Non-binary,Teen,2.208173695912745,24.8 x 25.2 x 6.0,Yes,Landry and Sons,Potenza,Potenza,Basilicata,Shoes,13.652977581170138,In-store,June 2023,Q2 2023,B3 2023,2023
077,SKU00077,Shoes,"Bray, Sutton and Taylor",8.031379880423774,26,2023-07-29,2025-08-04,BKZ-6441,4,3,Not as described,Standard,Male,Adult,0.9236451954979917,13.0 x 11.1 x 1.7,No,"Mcdaniel, Lee and Kent",Verbania,Turin,Piedmont,Accessories,41.49737691413472,Delivery,July 2023,Q3 2023,B4 2023,2023
078,SKU00078,Shoes,Reed Group,34.07829551160172,4,2023-12-19,2026-04-04,,4,7,Other,Reduced,Female,Adult,4.439278932059556,44.1 x 35.9 x 2.8,No,Compton-Rhodes,Vicenza,Venice,Veneto,Women,88.24555627679673,In-store,December 2023,Q4 2023,B6 2023,2023
079,SKU00079,Accessories,"Haas, Jones and Johnson",36.0645804700689,43,2023-07-24,2026-04-10,RQP-7927,2,2,Other,Standard,Female,Teen,2.2847864631885604,39.6 x 27.0 x 13.5,No,Nelson PLC,Reggio Emilia,Bologna,Emilia-Romagna,Women,67.50074211828382,In-store,July 2023,Q3 2023,B4 2023,2023
080,SKU00080,Coats,"Barker, Burke and Lloyd",6.944744711660674,2,2024-05-28,2025-03-17,,2,7,Other,Reduced,Non-binary,Teen,2.8000506013063404,22.2 x 45.6 x 18.6,No,Harris PLC,Rome,Rome,Lazio,Men,33.38958850146667,Store Pickup,May 2024,Q2 2024,B3 2024,2024
081,SKU00081,Bags,Sanchez Group,30.039112373439973,97,2023-06-27,2025-03-04,JMI-2510,5,5,Defective,Reduced,Male,Teen,2.7986847511229165,43.5 x 43.1 x 5.0,No,"Evans, Smith and Bush",Venice,Venice,Veneto,Men,40.16173028065014,Online,June 2023,Q2 2023,B3 2023,2023
